Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Self Control,Addiction Level,CurrentActivity,ConnectionType,Average Video Length,Engagement Rate,Time Spent Per Session
46,Male,India,92124,True,True,Waiting staff,Rural,YouTube,173,14,26,8340,7,1,45,9,Evening,7,3,9,1,At home,Mobile Data,0.022222222222222223,185.33333333333334,12.357142857142858
31,Female,Japan,88847,True,False,Manager,Rural,Facebook,297,17,27,2631,4,26,7,6,Afternoon,6,4,8,2,At work,Mobile Data,3.7142857142857144,375.85714285714283,17.470588235294116
45,Male,United States,42432,False,True,Students,Rural,TikTok,37,14,24,6391,9,17,25,51,Afternoon,6,4,8,2,At work,Mobile Data,0.68,255.64,2.642857142857143
22,Female,United States,84089,True,False,Labor/Worker,Rural,Instagram,10,4,13,8287,4,19,3,35,Afternoon,6,4,8,2,At home,Wi-Fi,6.333333333333333,2762.3333333333335,2.5
64,Male,Indonesia,75398,True,True,Labor/Worker,Rural,YouTube,197,5,5,2369,4,5,15,82,Afternoon,6,4,8,2,At home,Mobile Data,0.3333333333333333,157.93333333333334,39.4
47,Female,Indonesia,23321,False,False,Labor/Worker,Rural,TikTok,65,17,4,528,9,22,29,53,Morning,9,1,10,0,At home,Wi-Fi,0.7586206896551724,18.20689655172414,3.823529411764706
63,Male,India,57383,True,True,Engineer,Rural,TikTok,44,2,13,4675,8,20,29,19,Afternoon,6,4,8,2,At work,Mobile Data,0.6896551724137931,161.20689655172413,22.0
22,Male,Mexico,98682,True,False,Labor/Worker,Urban,TikTok,121,5,9,1663,4,16,10,69,Night,2,8,4,6,At work,Mobile Data,1.6,166.3,24.2
29,Female,Barzil,99190,True,True,Waiting staff,Rural,Instagram,295,4,25,3364,8,7,32,25,Evening,7,3,9,1,At home,Wi-Fi,0.21875,105.125,73.75
33,Female,India,72893,True,True,Driver,Rural,YouTube,45,4,17,2341,8,7,23,11,Afternoon,6,4,8,2,Commuting,Wi-Fi,0.30434782608695654,101.78260869565217,11.25
43,Male,United States,55820,True,True,Students,Rural,Facebook,226,6,2,6656,7,18,39,74,Evening,7,3,9,1,At school,Wi-Fi,0.46153846153846156,170.66666666666666,37.666666666666664
43,Female,Vietnam,86262,True,True,Manager,Rural,Facebook,89,13,24,4905,6,18,9,17,Morning,9,1,10,0,At work,Mobile Data,2.0,545.0,6.846153846153846
38,Male,Indonesia,23760,False,False,Students,Rural,Facebook,92,5,5,8884,8,2,37,36,Night,2,8,4,6,At school,Wi-Fi,0.05405405405405406,240.1081081081081,18.4
56,Other,United States,42190,False,True,Driver,Urban,YouTube,74,7,16,9143,7,15,40,90,Morning,9,1,10,0,At home,Mobile Data,0.375,228.575,10.571428571428571
53,Female,India,87411,True,False,Students,Urban,Facebook,137,1,7,5950,5,14,14,95,Night,2,8,4,6,At home,Mobile Data,1.0,425.0,137.0
50,Other,Philippines,43377,False,True,Labor/Worker,Rural,Instagram,31,14,1,1360,4,18,4,96,Night,2,8,4,6,At work,Mobile Data,4.5,340.0,2.2142857142857144
47,Male,United States,66737,True,False,Students,Rural,YouTube,225,4,28,5127,2,29,20,21,Afternoon,6,4,8,2,At work,Mobile Data,1.45,256.35,56.25
54,Male,India,89569,True,True,Manager,Rural,TikTok,116,17,26,5562,8,9,28,18,Morning,9,1,10,0,Commuting,Wi-Fi,0.32142857142857145,198.64285714285714,6.823529411764706
40,Male,Barzil,58211,True,False,Manager,Rural,Instagram,118,14,12,8730,9,14,14,60,Night,2,8,4,6,At home,Wi-Fi,1.0,623.5714285714286,8.428571428571429
27,Female,India,23744,False,True,Driver,Rural,TikTok,190,16,21,9011,4,5,44,18,Morning,9,1,10,0,At school,Mobile Data,0.11363636363636363,204.79545454545453,11.875
22,Male,Philippines,44995,False,False,Driver,Urban,Facebook,173,14,11,5777,4,11,34,1,Afternoon,6,4,8,2,At home,Mobile Data,0.3235294117647059,169.91176470588235,12.357142857142858
53,Male,India,36977,False,True,Students,Urban,Instagram,77,16,12,3925,5,8,13,14,Evening,7,3,9,1,At home,Mobile Data,0.6153846153846154,301.9230769230769,4.8125
51,Female,Japan,54542,True,False,Driver,Urban,YouTube,189,8,19,8463,2,5,31,8,Evening,7,3,9,1,Commuting,Wi-Fi,0.16129032258064516,273.0,23.625
48,Other,United States,30651,False,True,Labor/Worker,Rural,Instagram,190,3,26,8001,7,29,33,66,Night,2,8,4,6,At home,Wi-Fi,0.8787878787878788,242.45454545454547,63.333333333333336
27,Female,India,98931,True,False,Labor/Worker,Rural,TikTok,178,19,12,1028,5,11,39,51,Morning,9,1,10,0,Commuting,Wi-Fi,0.28205128205128205,26.358974358974358,9.368421052631579
36,Male,Germany,36715,False,True,Waiting staff,Urban,YouTube,31,1,12,6018,6,5,28,79,Night,2,8,4,6,At home,Wi-Fi,0.17857142857142858,214.92857142857142,31.0
49,Female,Japan,64409,True,False,Artist,Rural,Instagram,75,2,14,1242,4,17,25,60,Afternoon,6,4,8,2,At home,Mobile Data,0.68,49.68,37.5
18,Male,Japan,44306,False,True,Waiting staff,Rural,Instagram,30,15,2,9333,8,22,32,34,Evening,7,3,9,1,At home,Mobile Data,0.6875,291.65625,2.0
22,Female,India,39086,False,False,Labor/Worker,Rural,Instagram,109,10,2,8784,8,4,9,36,Evening,7,3,9,1,At home,Mobile Data,0.4444444444444444,976.0,10.9
62,Male,Germany,34376,False,True,Waiting staff,Urban,Instagram,112,18,25,7119,5,15,28,62,Night,2,8,4,6,At work,Wi-Fi,0.5357142857142857,254.25,6.222222222222222
21,Other,India,81350,True,True,Labor/Worker,Rural,YouTube,56,14,29,9797,6,19,31,1,Afternoon,6,4,8,2,At work,Wi-Fi,0.6129032258064516,316.03225806451616,4.0
33,Male,United States,91425,True,True,Waiting staff,Urban,TikTok,48,17,4,4210,3,22,17,85,Evening,7,3,9,1,At home,Wi-Fi,1.2941176470588236,247.64705882352942,2.823529411764706
41,Female,Barzil,56636,True,True,Students,Rural,Instagram,294,13,20,6406,1,2,23,42,Evening,7,3,9,1,Commuting,Mobile Data,0.08695652173913043,278.5217391304348,22.615384615384617
33,Female,Pakistan,71649,True,False,Driver,Urban,YouTube,99,1,23,3377,9,24,13,1,Evening,7,3,9,1,At home,Wi-Fi,1.8461538461538463,259.7692307692308,99.0
19,Male,United States,54610,True,True,Students,Rural,TikTok,94,5,26,4071,9,17,10,96,Evening,7,3,9,1,At work,Mobile Data,1.7,407.1,18.8
45,Female,India,30058,False,False,Students,Rural,Instagram,282,13,16,1440,3,12,16,84,Night,2,8,4,6,At home,Mobile Data,0.75,90.0,21.692307692307693
49,Male,Barzil,94637,True,True,Students,Rural,TikTok,197,14,10,3626,4,25,6,54,Night,2,8,4,6,At home,Mobile Data,4.166666666666667,604.3333333333334,14.071428571428571
44,Male,Indonesia,98033,True,False,Labor/Worker,Rural,TikTok,168,3,13,184,7,24,48,47,Afternoon,6,4,8,2,At school,Mobile Data,0.5,3.8333333333333335,56.0
37,Male,India,90194,True,True,Waiting staff,Rural,YouTube,252,15,2,4996,2,17,11,39,Night,2,8,4,6,At work,Mobile Data,1.5454545454545454,454.1818181818182,16.8
41,Female,Indonesia,96917,True,False,Engineer,Urban,TikTok,82,19,3,8412,3,10,3,30,Night,2,8,4,6,At home,Mobile Data,3.3333333333333335,2804.0,4.315789473684211
29,Female,Germany,84200,True,True,Driver,Urban,YouTube,58,17,19,8031,6,28,28,7,Night,2,8,4,6,At home,Mobile Data,1.0,286.82142857142856,3.411764705882353
52,Male,Indonesia,66619,True,False,Artist,Rural,Instagram,110,3,6,5563,8,25,41,22,Morning,9,1,10,0,At work,Mobile Data,0.6097560975609756,135.6829268292683,36.666666666666664
50,Female,Vietnam,37154,False,True,Waiting staff,Rural,TikTok,11,16,19,3188,1,18,15,50,Morning,9,1,10,0,At home,Wi-Fi,1.2,212.53333333333333,0.6875
50,Male,United States,39539,False,False,Driver,Urban,TikTok,253,14,27,9285,4,19,13,45,Night,2,8,4,6,At home,Wi-Fi,1.4615384615384615,714.2307692307693,18.071428571428573
60,Other,United States,80058,True,True,Students,Rural,Facebook,185,12,21,2945,1,18,42,74,Morning,9,1,10,0,At home,Mobile Data,0.42857142857142855,70.11904761904762,15.416666666666666
54,Male,Pakistan,82068,True,False,Students,Urban,Instagram,247,12,20,6765,2,13,45,72,Evening,7,3,9,1,At home,Mobile Data,0.28888888888888886,150.33333333333334,20.583333333333332
29,Male,Vietnam,97313,True,True,Students,Rural,Instagram,68,11,19,2474,8,14,17,91,Morning,9,1,10,0,At home,Mobile Data,0.8235294117647058,145.52941176470588,6.181818181818182
20,Female,India,50373,True,False,Waiting staff,Urban,Facebook,108,17,8,6787,6,24,7,10,Afternoon,6,4,8,2,Commuting,Wi-Fi,3.4285714285714284,969.5714285714286,6.352941176470588
18,Male,Pakistan,53154,True,True,Manager,Rural,Facebook,11,8,14,8792,9,16,28,14,Afternoon,6,4,8,2,At school,Mobile Data,0.5714285714285714,314.0,1.375
50,Male,Indonesia,26031,False,False,Labor/Worker,Rural,YouTube,252,17,10,9352,2,18,38,46,Evening,7,3,9,1,At work,Mobile Data,0.47368421052631576,246.10526315789474,14.823529411764707
57,Female,India,91975,True,True,Students,Rural,YouTube,220,11,3,4599,3,26,13,75,Evening,7,3,9,1,At home,Wi-Fi,2.0,353.7692307692308,20.0
27,Female,Philippines,42785,False,True,Labor/Worker,Rural,TikTok,132,2,6,6274,9,18,17,6,Afternoon,6,4,8,2,At work,Mobile Data,1.0588235294117647,369.05882352941177,66.0
60,Other,India,98928,True,True,Labor/Worker,Rural,TikTok,238,10,29,4313,9,16,15,21,Night,2,8,4,6,At work,Mobile Data,1.0666666666666667,287.53333333333336,23.8
61,Female,Mexico,48669,False,True,Labor/Worker,Rural,TikTok,91,10,15,2218,6,17,36,62,Night,2,8,4,6,Commuting,Mobile Data,0.4722222222222222,61.611111111111114,9.1
46,Male,Pakistan,22282,False,False,Students,Urban,TikTok,153,11,23,1152,3,7,28,97,Afternoon,6,4,8,2,At school,Wi-Fi,0.25,41.142857142857146,13.909090909090908
30,Female,Indonesia,54624,True,True,Engineer,Rural,YouTube,149,6,23,56,5,12,15,19,Morning,9,1,10,0,At work,Wi-Fi,0.8,3.7333333333333334,24.833333333333332
29,Female,India,68438,True,False,Labor/Worker,Urban,Instagram,38,4,18,9396,2,2,46,88,Night,2,8,4,6,At home,Mobile Data,0.043478260869565216,204.2608695652174,9.5
48,Other,Barzil,87534,True,True,Labor/Worker,Rural,TikTok,279,12,14,143,7,10,11,82,Afternoon,6,4,8,2,At work,Mobile Data,0.9090909090909091,13.0,23.25
63,Male,United States,51705,True,False,Students,Rural,Instagram,256,11,19,7218,8,5,31,99,Evening,7,3,9,1,At home,Mobile Data,0.16129032258064516,232.83870967741936,23.272727272727273
19,Male,Japan,58244,True,True,Waiting staff,Urban,TikTok,21,13,28,8559,6,21,4,62,Afternoon,6,4,8,2,At school,Mobile Data,5.25,2139.75,1.6153846153846154
52,Male,United States,94964,True,False,Waiting staff,Urban,Facebook,115,5,26,9674,8,3,35,83,Morning,9,1,10,0,At work,Mobile Data,0.08571428571428572,276.4,23.0
40,Female,India,57437,True,True,Students,Rural,TikTok,41,6,10,6361,2,19,34,53,Morning,9,1,10,0,At home,Mobile Data,0.5588235294117647,187.08823529411765,6.833333333333333
34,Male,India,97872,True,False,Students,Urban,TikTok,83,1,15,615,3,13,27,24,Afternoon,6,4,8,2,At work,Wi-Fi,0.48148148148148145,22.77777777777778,83.0
43,Male,Germany,94878,True,True,Engineer,Rural,TikTok,180,6,4,8062,7,12,10,56,Night,2,8,4,6,At school,Mobile Data,1.2,806.2,30.0
25,Other,India,92982,True,False,Labor/Worker,Rural,YouTube,78,18,23,5977,1,3,30,62,Evening,7,3,9,1,At school,Wi-Fi,0.1,199.23333333333332,4.333333333333333
46,Female,India,70583,True,True,Waiting staff,Urban,Facebook,146,9,2,9780,7,6,45,34,Afternoon,6,4,8,2,At school,Mobile Data,0.13333333333333333,217.33333333333334,16.22222222222222
43,Male,India,58392,True,False,Teacher,Rural,TikTok,109,15,3,6984,6,14,20,22,Evening,7,3,9,1,At school,Mobile Data,0.7,349.2,7.266666666666667
27,Other,United States,27461,False,True,Artist,Urban,TikTok,155,8,7,8890,8,4,29,68,Afternoon,6,4,8,2,At home,Mobile Data,0.13793103448275862,306.55172413793105,19.375
43,Male,India,30516,False,False,Waiting staff,Rural,Instagram,18,19,23,4971,7,13,29,57,Morning,9,1,10,0,At home,Mobile Data,0.4482758620689655,171.41379310344828,0.9473684210526315
51,Male,Pakistan,99285,True,True,Students,Rural,Facebook,71,16,16,5781,4,19,23,10,Afternoon,6,4,8,2,At work,Mobile Data,0.8260869565217391,251.34782608695653,4.4375
58,Other,Japan,37514,False,False,Engineer,Rural,TikTok,194,6,10,944,3,18,21,66,Evening,7,3,9,1,At work,Wi-Fi,0.8571428571428571,44.95238095238095,32.333333333333336
24,Male,India,56268,True,True,Artist,Urban,Instagram,38,6,19,9114,3,29,48,8,Night,2,8,4,6,At school,Mobile Data,0.6041666666666666,189.875,6.333333333333333
21,Female,Japan,56788,True,True,Waiting staff,Rural,Instagram,123,3,28,7078,4,3,43,97,Night,2,8,4,6,At work,Wi-Fi,0.06976744186046512,164.6046511627907,41.0
62,Male,Philippines,95749,True,True,Artist,Rural,YouTube,152,10,17,1746,9,20,10,38,Night,2,8,4,6,At school,Wi-Fi,2.0,174.6,15.2
28,Female,Indonesia,81049,True,True,Cashier,Rural,Instagram,129,1,28,5783,9,6,41,62,Evening,7,3,9,1,At home,Mobile Data,0.14634146341463414,141.0487804878049,129.0
46,Male,India,82493,True,False,Labor/Worker,Rural,TikTok,179,14,19,9751,2,16,12,28,Night,2,8,4,6,At work,Mobile Data,1.3333333333333333,812.5833333333334,12.785714285714286
53,Female,United States,56027,True,True,Students,Rural,YouTube,166,4,5,6907,5,20,30,10,Night,2,8,4,6,At home,Mobile Data,0.6666666666666666,230.23333333333332,41.5
42,Other,India,62849,True,False,Cashier,Rural,YouTube,269,12,23,9275,1,24,33,45,Night,2,8,4,6,At home,Wi-Fi,0.7272727272727273,281.06060606060606,22.416666666666668
38,Male,Indonesia,37858,False,True,Manager,Rural,TikTok,91,6,20,8625,4,3,18,65,Night,2,8,4,6,At school,Mobile Data,0.16666666666666666,479.1666666666667,15.166666666666666
53,Female,Philippines,99003,True,False,Driver,Rural,Facebook,251,11,13,2926,2,12,14,98,Evening,7,3,9,1,At school,Mobile Data,0.8571428571428571,209.0,22.818181818181817
27,Male,United States,72395,True,True,Driver,Rural,Instagram,181,12,13,1089,8,19,22,67,Night,2,8,4,6,At home,Mobile Data,0.8636363636363636,49.5,15.083333333333334
54,Male,India,59758,True,False,Students,Rural,YouTube,240,10,11,2957,4,19,21,9,Evening,7,3,9,1,At work,Mobile Data,0.9047619047619048,140.8095238095238,24.0
26,Other,India,74312,True,True,Artist,Rural,Facebook,217,18,11,2612,5,24,1,5,Evening,7,3,9,1,At school,Mobile Data,24.0,2612.0,12.055555555555555
41,Male,Japan,88670,True,False,Students,Urban,TikTok,84,7,16,6047,4,4,49,10,Evening,7,3,9,1,Commuting,Wi-Fi,0.08163265306122448,123.40816326530613,12.0
52,Male,Indonesia,35434,False,True,Waiting staff,Rural,Instagram,279,7,15,6249,5,1,43,12,Night,2,8,4,6,At work,Mobile Data,0.023255813953488372,145.32558139534885,39.857142857142854
52,Male,Japan,84047,True,False,Waiting staff,Urban,Instagram,123,11,17,3759,5,2,15,82,Night,2,8,4,6,At school,Wi-Fi,0.13333333333333333,250.6,11.181818181818182
53,Other,Philippines,67775,True,True,Students,Rural,YouTube,71,4,22,7718,5,13,36,58,Night,2,8,4,6,At home,Mobile Data,0.3611111111111111,214.38888888888889,17.75
35,Other,United States,95769,True,False,Manager,Rural,Instagram,111,1,18,4263,3,26,47,21,Afternoon,6,4,8,2,Commuting,Mobile Data,0.5531914893617021,90.70212765957447,111.0
56,Female,India,86677,True,True,Labor/Worker,Rural,Instagram,219,13,28,1902,7,29,22,21,Afternoon,6,4,8,2,At home,Mobile Data,1.3181818181818181,86.45454545454545,16.846153846153847
49,Female,Mexico,65734,True,False,Waiting staff,Urban,Instagram,264,18,19,2567,3,13,32,65,Evening,7,3,9,1,At school,Mobile Data,0.40625,80.21875,14.666666666666666
41,Female,United States,60603,True,True,Students,Rural,Instagram,29,9,4,8075,2,2,46,3,Evening,7,3,9,1,At school,Mobile Data,0.043478260869565216,175.54347826086956,3.2222222222222223
40,Other,India,96708,True,False,Manager,Rural,TikTok,67,9,22,2994,3,19,33,69,Evening,7,3,9,1,At school,Mobile Data,0.5757575757575758,90.72727272727273,7.444444444444445
49,Male,United States,88803,True,True,Cashier,Urban,Facebook,121,9,22,5229,3,22,41,89,Night,3,7,5,5,At home,Wi-Fi,0.5365853658536586,127.53658536585365,13.444444444444445
54,Male,Japan,59332,True,True,Driver,Rural,TikTok,205,10,23,2010,8,24,39,64,Night,3,7,5,5,At school,Wi-Fi,0.6153846153846154,51.53846153846154,20.5
29,Male,United States,41312,False,True,Labor/Worker,Rural,TikTok,101,2,5,7377,4,16,23,49,Afternoon,6,4,8,2,At home,Wi-Fi,0.6956521739130435,320.7391304347826,50.5
30,Male,Philippines,64179,True,True,Engineer,Rural,YouTube,61,6,7,830,3,12,43,72,Night,3,7,5,5,At home,Mobile Data,0.27906976744186046,19.302325581395348,10.166666666666666
40,Other,Vietnam,91442,True,False,Teacher,Rural,Instagram,17,15,2,48,5,1,2,17,Evening,7,3,9,1,At home,Wi-Fi,0.5,24.0,1.1333333333333333
42,Male,Vietnam,60379,True,True,Students,Rural,TikTok,107,3,1,4210,4,9,2,73,Afternoon,6,4,8,2,At home,Mobile Data,4.5,2105.0,35.666666666666664
52,Male,Vietnam,37297,False,False,Cashier,Urban,Instagram,245,11,12,1178,9,17,38,32,Evening,7,3,9,1,At work,Mobile Data,0.4473684210526316,31.0,22.272727272727273
58,Male,Philippines,22011,False,True,Manager,Urban,TikTok,78,6,10,5768,8,10,29,70,Evening,7,3,9,1,At work,Mobile Data,0.3448275862068966,198.89655172413794,13.0
47,Female,United States,64014,True,False,Labor/Worker,Rural,TikTok,54,3,8,7878,7,18,46,21,Evening,7,3,9,1,Commuting,Mobile Data,0.391304347826087,171.2608695652174,18.0
34,Female,India,31738,False,True,Students,Urban,YouTube,146,11,1,70,8,19,3,7,Evening,7,3,9,1,At school,Mobile Data,6.333333333333333,23.333333333333332,13.272727272727273
37,Male,Philippines,67498,True,False,Cashier,Urban,Facebook,243,15,12,7686,5,7,39,7,Morning,9,1,10,0,At work,Mobile Data,0.1794871794871795,197.07692307692307,16.2
42,Female,Vietnam,31120,False,True,Waiting staff,Rural,Facebook,41,13,2,7879,4,25,7,27,Night,3,7,5,5,At work,Wi-Fi,3.5714285714285716,1125.5714285714287,3.1538461538461537
39,Male,Indonesia,28767,False,False,Waiting staff,Rural,TikTok,298,10,27,5455,7,19,36,8,Night,3,7,5,5,At home,Wi-Fi,0.5277777777777778,151.52777777777777,29.8
30,Male,Philippines,42852,False,True,Driver,Rural,YouTube,135,6,28,8258,1,24,29,73,Afternoon,6,4,8,2,Commuting,Mobile Data,0.8275862068965517,284.7586206896552,22.5
36,Male,Germany,99239,True,False,Students,Rural,Instagram,76,15,10,5612,6,15,37,28,Evening,7,3,9,1,At work,Mobile Data,0.40540540540540543,151.67567567567568,5.066666666666666
53,Male,India,20929,False,True,Students,Rural,Instagram,39,18,22,5769,8,9,49,79,Evening,7,3,9,1,At home,Mobile Data,0.1836734693877551,117.73469387755102,2.1666666666666665
29,Female,Vietnam,97487,True,False,Driver,Rural,TikTok,123,18,17,1777,7,10,36,66,Night,3,7,5,5,At school,Mobile Data,0.2777777777777778,49.361111111111114,6.833333333333333
58,Other,Barzil,37438,False,True,Teacher,Rural,Facebook,213,7,26,7380,2,23,23,71,Evening,5,5,7,3,At home,Wi-Fi,1.0,320.8695652173913,30.428571428571427
36,Other,India,68515,True,False,Students,Rural,YouTube,38,15,3,2228,7,20,45,47,Evening,5,5,7,3,At school,Mobile Data,0.4444444444444444,49.51111111111111,2.533333333333333
29,Male,India,25744,False,True,Manager,Rural,Facebook,140,18,7,9981,6,20,16,82,Evening,5,5,7,3,At work,Mobile Data,1.25,623.8125,7.777777777777778
26,Other,United States,62417,True,False,Students,Rural,Instagram,194,18,12,8804,5,4,48,86,Night,1,9,3,7,At work,Wi-Fi,0.08333333333333333,183.41666666666666,10.777777777777779
24,Male,India,27069,False,True,Students,Rural,Facebook,262,9,8,9814,4,6,31,10,Night,1,9,3,7,At home,Mobile Data,0.1935483870967742,316.5806451612903,29.11111111111111
45,Female,India,62359,True,True,Labor/Worker,Rural,Instagram,295,2,20,8888,1,4,34,33,Night,1,9,3,7,At home,Mobile Data,0.11764705882352941,261.4117647058824,147.5
31,Male,Pakistan,39799,False,True,Waiting staff,Rural,YouTube,71,8,12,6746,2,5,1,7,Evening,5,5,7,3,At home,Wi-Fi,5.0,6746.0,8.875
48,Female,Japan,90188,True,True,Waiting staff,Rural,YouTube,12,2,3,6391,7,9,18,3,Night,1,9,3,7,At home,Wi-Fi,0.5,355.05555555555554,6.0
36,Female,India,27597,False,False,Cashier,Urban,TikTok,77,11,17,9429,3,12,40,14,Afternoon,4,6,6,4,At school,Mobile Data,0.3,235.725,7.0
64,Male,Germany,67093,True,True,Students,Rural,TikTok,34,7,28,2406,5,23,43,44,Night,1,9,3,7,At work,Mobile Data,0.5348837209302325,55.95348837209303,4.857142857142857
33,Female,India,57226,True,False,Teacher,Rural,Facebook,188,6,9,8440,8,8,15,46,Afternoon,4,6,6,4,At school,Wi-Fi,0.5333333333333333,562.6666666666666,31.333333333333332
22,Male,Philippines,92127,True,True,Waiting staff,Rural,YouTube,150,10,10,637,8,21,48,61,Evening,5,5,7,3,At school,Mobile Data,0.4375,13.270833333333334,15.0
52,Other,Mexico,97362,True,False,Labor/Worker,Rural,YouTube,240,5,22,8090,6,5,49,36,Evening,5,5,7,3,At work,Mobile Data,0.10204081632653061,165.10204081632654,48.0
29,Male,Japan,46417,False,True,Students,Rural,TikTok,172,11,6,949,5,29,17,13,Evening,5,5,7,3,At work,Mobile Data,1.7058823529411764,55.8235294117647,15.636363636363637
42,Male,Barzil,38693,False,False,Driver,Rural,Instagram,139,1,25,3587,2,11,44,16,Evening,5,5,7,3,At home,Mobile Data,0.25,81.52272727272727,139.0
38,Male,India,99674,True,True,Driver,Rural,Facebook,255,2,1,1111,9,23,10,80,Night,1,9,3,7,At school,Wi-Fi,2.3,111.1,127.5
53,Other,Japan,73161,True,False,Teacher,Rural,Facebook,181,1,22,8367,1,11,20,5,Morning,7,3,9,1,At school,Mobile Data,0.55,418.35,181.0
40,Female,India,22169,False,True,Teacher,Rural,TikTok,73,19,12,722,2,13,6,89,Night,1,9,3,7,At school,Wi-Fi,2.1666666666666665,120.33333333333333,3.8421052631578947
33,Male,United States,42052,False,False,Cashier,Rural,YouTube,40,2,5,3842,1,14,8,38,Evening,5,5,7,3,At home,Mobile Data,1.75,480.25,20.0
56,Female,Japan,91849,True,True,Labor/Worker,Rural,TikTok,56,4,13,3674,4,28,45,50,Morning,7,3,9,1,At work,Mobile Data,0.6222222222222222,81.64444444444445,14.0
62,Male,Vietnam,93851,True,False,Students,Urban,TikTok,139,12,27,4866,4,8,34,38,Night,1,9,3,7,At work,Mobile Data,0.23529411764705882,143.11764705882354,11.583333333333334
59,Female,India,28036,False,True,Labor/Worker,Rural,TikTok,119,18,15,702,5,25,32,56,Evening,5,5,7,3,At work,Wi-Fi,0.78125,21.9375,6.611111111111111
56,Male,Barzil,51778,True,False,Students,Rural,TikTok,78,1,22,2128,5,18,42,63,Evening,5,5,7,3,At work,Wi-Fi,0.42857142857142855,50.666666666666664,78.0
31,Male,Vietnam,47734,False,True,Waiting staff,Urban,Instagram,67,1,11,9118,8,19,4,48,Night,1,9,3,7,At home,Mobile Data,4.75,2279.5,67.0
48,Female,India,43173,False,False,Labor/Worker,Rural,Instagram,115,14,8,4233,3,12,44,90,Night,1,9,3,7,At home,Wi-Fi,0.2727272727272727,96.20454545454545,8.214285714285714
22,Male,United States,50403,True,True,Labor/Worker,Rural,YouTube,265,4,5,2517,6,12,39,59,Evening,5,5,7,3,At home,Mobile Data,0.3076923076923077,64.53846153846153,66.25
52,Other,United States,86321,True,True,Cashier,Rural,TikTok,180,5,2,1149,3,18,20,77,Night,1,9,3,7,At work,Mobile Data,0.9,57.45,36.0
40,Male,Barzil,91675,True,True,Labor/Worker,Rural,Instagram,171,11,12,1878,2,10,24,44,Afternoon,4,6,6,4,At home,Mobile Data,0.4166666666666667,78.25,15.545454545454545
46,Male,Mexico,26344,False,True,Cashier,Rural,YouTube,295,13,28,9445,8,7,24,90,Evening,5,5,7,3,At work,Mobile Data,0.2916666666666667,393.5416666666667,22.692307692307693
60,Other,India,38800,False,False,Labor/Worker,Urban,TikTok,80,16,2,9675,1,28,26,55,Afternoon,4,6,6,4,At home,Mobile Data,1.0769230769230769,372.11538461538464,5.0
28,Male,United States,45372,False,True,Teacher,Rural,Facebook,264,13,26,309,9,18,25,55,Night,1,9,3,7,At school,Wi-Fi,0.72,12.36,20.307692307692307
35,Male,Barzil,81516,True,False,Labor/Worker,Rural,Instagram,64,2,16,3952,7,12,36,1,Night,1,9,3,7,At work,Wi-Fi,0.3333333333333333,109.77777777777777,32.0
64,Male,Vietnam,40538,False,True,Students,Rural,YouTube,12,16,21,7728,4,14,7,8,Afternoon,4,6,6,4,At work,Wi-Fi,2.0,1104.0,0.75
29,Female,United States,83918,True,False,Labor/Worker,Rural,Facebook,35,6,3,3049,3,15,10,4,Night,1,9,3,7,At school,Wi-Fi,1.5,304.9,5.833333333333333
26,Female,Philippines,34973,False,True,Students,Rural,TikTok,135,14,10,5766,6,16,47,85,Morning,7,3,9,1,At home,Mobile Data,0.3404255319148936,122.68085106382979,9.642857142857142
27,Male,United States,91155,True,False,Cashier,Rural,TikTok,62,1,19,9756,9,2,12,86,Morning,7,3,9,1,At home,Mobile Data,0.16666666666666666,813.0,62.0
61,Male,United States,79500,True,True,Students,Urban,TikTok,207,17,8,9692,9,18,1,53,Night,1,9,3,7,At home,Mobile Data,18.0,9692.0,12.176470588235293
34,Male,Vietnam,56575,True,False,Waiting staff,Urban,Instagram,197,11,7,6412,4,12,25,58,Evening,5,5,7,3,At school,Mobile Data,0.48,256.48,17.90909090909091
55,Female,Indonesia,62261,True,True,Waiting staff,Rural,YouTube,195,19,1,4865,5,16,16,37,Night,1,9,3,7,At work,Mobile Data,1.0,304.0625,10.263157894736842
24,Male,Barzil,47716,False,False,Waiting staff,Rural,Facebook,213,3,12,15,9,13,5,49,Evening,5,5,7,3,At home,Mobile Data,2.6,3.0,71.0
63,Female,India,23236,False,True,Artist,Rural,YouTube,20,11,29,605,2,20,19,67,Evening,5,5,7,3,At home,Mobile Data,1.0526315789473684,31.842105263157894,1.8181818181818181
30,Female,United States,35848,False,False,Driver,Rural,Instagram,155,5,28,9573,2,17,4,19,Morning,7,3,9,1,At work,Wi-Fi,4.25,2393.25,31.0
57,Other,United States,22352,False,True,Students,Rural,YouTube,94,17,5,4908,5,18,6,1,Night,1,9,3,7,At school,Mobile Data,3.0,818.0,5.529411764705882
59,Male,Philippines,21932,False,False,Waiting staff,Rural,Instagram,109,7,16,8006,1,3,26,29,Night,1,9,3,7,At work,Mobile Data,0.11538461538461539,307.9230769230769,15.571428571428571
